ds,t,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,seasonal_lower,seasonal_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,seasonal,yhat
2011-01-11,0.004564125969876769,266.50558750024624,200.57680728365096,274.70795040311833,266.50558750024624,266.50558750024624,-29.410857487655782,-29.410857487655782,-11.053446612514788,-11.053446612514788,-11.053446612514788,-18.357410875140992,-18.357410875140992,-18.357410875140992,-29.410857487655782,237.09473001259045
2011-01-12,0.005020538566864446,266.54666498895836,205.03538979627137,279.2509686435935,266.54666498895836,266.54666498895836,-26.494283144707374,-26.494283144707374,-7.692906342504142,-7.692906342504142,-7.692906342504142,-18.801376802203237,-18.801376802203237,-18.801376802203237,-26.494283144707378,240.052381844251
2011-01-13,0.005476951163852123,266.58774247767053,206.07928463720808,278.74092830489917,266.58774247767053,266.58774247767053,-22.565938387452924,-22.565938387452924,-3.335559029892172,-3.335559029892172,-3.335559029892172,-19.23037935756075,-19.23037935756075,-19.23037935756075,-22.56593838745292,244.02180409021761
2011-01-14,0.005933363760839799,266.62881996638265,222.55133983239782,296.2071684667157,266.62881996638265,266.62881996638265,-5.624607324680227,-5.624607324680227,14.015470267307375,14.015470267307375,14.015470267307375,-19.640077591987602,-19.640077591987602,-19.640077591987602,-5.624607324680227,261.00421264170245
2011-01-15,0.006389776357827476,266.66989745509477,227.10718821872865,299.2736521041605,266.66989745509477,266.66989745509477,-5.276111915965787,-5.276111915965787,14.749958873369161,14.749958873369161,14.749958873369161,-20.02607078933495,-20.02607078933495,-20.02607078933495,-5.276111915965787,261.393785539129
2011-01-16,0.006846188954815153,266.71097494380695,210.49284643420626,284.8969794647679,266.71097494380695,266.71097494380695,-20.51299731053472,-20.51299731053472,-0.12899635503983573,-0.12899635503983573,-0.12899635503983573,-20.384000955494884,-20.384000955494884,-20.384000955494884,-20.51299731053472,246.19797763327222
2011-01-17,0.00730260155180283,266.7520524325191,200.9309478243873,275.85904485038714,266.7520524325191,266.7520524325191,-27.264187175087184,-27.264187175087184,-6.554520800738069,-6.554520800738069,-6.554520800738069,-20.709666374349116,-20.709666374349116,-20.709666374349116,-27.264187175087184,239.48786525743193
2011-01-18,0.007759014148790507,266.7931299212313,198.37551573766945,271.35737476295225,266.7931299212313,266.7931299212313,-32.05258871778243,-32.05258871778243,-11.053446612518595,-11.053446612518595,-11.053446612518595,-20.999142105263832,-20.999142105263832,-20.999142105263832,-32.05258871778243,234.74054120344886
2011-01-19,0.008215426745778184,266.8342074099434,200.5232442248508,275.59536445339495,266.8342074099434,266.8342074099434,-28.941809217782453,-28.941809217782453,-7.692906342503438,-7.692906342503438,-7.692906342503438,-21.248902875279015,-21.248902875279015,-21.248902875279015,-28.941809217782453,237.89239819216095
2011-01-20,0.00867183934276586,266.8752848986556,205.6873598628003,280.04781109087196,266.8752848986556,266.8752848986556,-24.791502589390827,-24.791502589390827,-3.335559029908186,-3.335559029908186,-3.335559029908186,-21.45594355948264,-21.45594355948264,-21.45594355948264,-24.791502589390827,242.08378230926476
2011-01-21,0.009128251939753538,266.9163623873677,225.26248638650367,297.93515939810123,266.9163623873677,266.9163623873677,-7.602422089181953,-7.602422089181953,14.015470267312901,14.015470267312901,14.015470267312901,-21.617892356494853,-21.617892356494853,-21.617892356494853,-7.602422089181951,259.31394029818574
2011-01-22,0.009584664536741214,266.9574398760799,223.7016028794194,297.2676010218489,266.9574398760799,266.9574398760799,-6.983152984330379,-6.983152984330379,14.74995887335145,14.74995887335145,14.74995887335145,-21.733111857681827,-21.733111857681827,-21.733111857681827,-6.983152984330378,259.9742868917495
2011-01-23,0.010041077133728891,266.998517364792,207.184824509255,282.8839039357083,266.998517364792,266.998517364792,-21.929779833319802,-21.929779833319802,-0.12899635504058957,-0.12899635504058957,-0.12899635504058957,-21.80078347827921,-21.80078347827921,-21.80078347827921,-21.9297798333198,245.0687375314722
2011-01-24,0.010497489730716568,267.0395948535042,203.29346488664905,273.49451516750565,267.0395948535042,267.0395948535042,-28.37549195995903,-28.37549195995903,-6.554520800725369,-6.554520800725369,-6.554520800725369,-21.820971159233657,-21.820971159233657,-21.820971159233657,-28.375491959959028,238.66410289354516
2011-01-25,0.010953902327704245,267.0806723422163,196.93698033472225,270.60261024499925,267.0806723422163,267.0806723422163,-32.84810746029363,-32.84810746029363,-11.053446612515645,-11.053446612515645,-11.053446612515645,-21.79466084777799,-21.79466084777799,-21.79466084777799,-32.84810746029363,234.23256488192266
2011-01-26,0.011410314924691922,267.12174983092854,198.56478013921037,272.3581236358909,267.12174983092854,267.12174983092854,-29.416679347244315,-29.416679347244315,-7.692906342503055,-7.692906342503055,-7.692906342503055,-21.723773004741258,-21.723773004741258,-21.723773004741258,-29.416679347244312,237.7050704836842
